"Country","Year","Debt","GDP1","GDP2","RGDP1","RGDP2","GDPI","Infl","Debt1","Debt2","RGDP","GDPalt","Debtalt","GDP2alt","RGDP2alt","dRGDP","debtgdp","GDP3","GNI","GDPI1","GDPI2","GDP"
"Japan",1954,932738,NA,7797000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japan",1955,1057212,8371300,8369500,52271000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0152,NA,NA
"Japan",1956,1000249,9443300,9422200,55512600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0111,NA,NA
"Japan",1957,970280,10861300,10858300,59580700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2296,NA,NA
"Japan",1958,1075466,11451000,11538300,63391100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0641,NA,NA
"Japan",1959,1252971,13088100,13190300,68679800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0567,NA,NA
"Japan",1960,1340283,15942100,16009700,76414600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8626,NA,NA
"Japan",1961,1222946,19325800,19336500,84054300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.992,NA,NA
"Japan",1962,1280665,21767600,21942700,89699600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2672,NA,NA
"Japan",1963,1184565,25131000,25113200,96618800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0105,NA,NA
"Japan",1964,1349212,29331900,29541300,105541000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7919,NA,NA
"Japan",1965,1766563,32687600,32866000,110946700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4624,NA,NA
"Japan",1966,2662274,37917300,38170000,121710500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1537,NA,NA
"Japan",1967,3818407,44743900,44730500,134446800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.28,NA,NA
"Japan",1968,4785834,52745800,52974900,148601100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4949,NA,NA
"Japan",1969,5479362,61971900,62228900,166111100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3075,NA,NA
"Japan",1970,6226347,73436000,73344900,182944300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1412,NA,NA
"Japan",1971,7605627,80473200,80701300,191599900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.0006,NA,NA
"Japan",1972,11704291,92844700,92394400,208064300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6231,NA,NA
"Japan",1973,13154492,113807300,112498000,225120800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5539,NA,NA
"Japan",1974,15709423,134205100,134244000,221534500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5798,NA,NA
"Japan",1975,22795207,147737600,148327000,227821800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8479,NA,NA
"Japan",1976,32677954,166669800,166573000,236935200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.344,NA,NA
"Japan",1977,46097860,184920400,185622000,245440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3424,NA,NA
"Japan",1978,62339876,203698500,204404000,255804800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.6304,NA,NA
"Japan",1979,77553952,221332100,221547000,273211500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.0113,NA,NA
"Japan",1980,95011898,239950600,243235000,285851900,284375000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9423,85.5332,NA
"Japan",1981,106832094,257590400,261028000,296817600,296252900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7841,88.1099,NA
"Japan",1982,121339078,270497000,274050000,305387800,306256200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.5749,89.4839,NA
"Japan",1983,137244038,281678600,285579000,312949300,315629900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.0077,90.4791,NA
"Japan",1984,150139544,300429300,304859000,325979400,329719300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.1621,92.4602,NA
"Japan",1985,163571000,320257800,325792000,342399800,350601600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5333,92.9237,NA
"Japan",1986,184689000,335118900,340948000,350590100,360527400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5871,94.5692,NA
"Japan",1987,198612000,350790000,355837000,366230100,375335800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.784,94.805,NA
"Japan",1988,206206000,375116100,381579000,388574700,402159900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.5364,94.8824,NA
"Japan",1989,208033000,400848900,409602000,408710800,423756500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.0764,96.6598,NA
"Japan",1990,216674000,429860400,440125000,429860400,447369900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,98.3806,NA
"Japan",1991,224591000,458702000,468234000,447278900,462242000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.5539,101.2963,NA
"Japan",1992,239351000,471213100,480492000,452308900,466027900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.1795,103.1037,NA
"Japan",1993,267879000,475021400,484234000,452313500,466825100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.0204,103.7292,NA
"Japan",1994,291721000,478717500,486552000,456350700,470856500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.9012,103.3334,NA
"Japan",1995,326353000,483596900,493588000,465036500,479716400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.9912,102.8916,NA
"Japan",1996,355169000,501282300,504262000,487374300,492367900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.8537,102.4157,NA
"Japan",1997,388146000,508000500,515249000,494032000,500066400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.8274,103.0361,NA
"Japan",1998,437555000,497101000,504843000,481312300,489820700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.2803,103.0669,NA
"Japan",1999,489370000,NA,497629000,NA,489130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.7376,NA
"Japan",2000,535587000,NA,502990000,NA,503119800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9742,NA
"Japan",2001,607312000,NA,497720000,NA,504047500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7447,NA
"Japan",2002,643194500,NA,491312000,NA,505369400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2184,NA
"Japan",2003,670121200,NA,490294000,NA,512513000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6647,NA
"Japan",2004,751106500,NA,498328000,NA,526577700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.6352,NA
"Japan",2005,813183000,NA,501734000,NA,536762200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.4742,NA
"Japan",2006,832263100,NA,507365000,NA,547709300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.634,NA
"Japan",2007,838005000,NA,515805000,NA,560511000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.0241,NA
"Japan",2008,846691000,NA,507371000,NA,556558000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.1623,NA
"Japan",2009,869963000,NA,479289380,NA,526674372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.003,NA
"Japan",2010,NA,NA,NA,NA,535500451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands",1807,NA,490.298,NA,381.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.369,NA,NA
"Netherlands",1808,NA,436.245,NA,339.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.57,NA,NA
"Netherlands",1809,NA,407.882,NA,334.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.816,NA,NA
"Netherlands",1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands",1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands",1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands",1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands",1814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands",1815,NA,470.954,NA,399.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.922,NA,NA
"Netherlands",1816,NA,508.276,NA,385.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.754,NA,NA
"Netherlands",1817,NA,551.071,NA,392.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.371,NA,NA
"Netherlands",1818,NA,524.657,NA,403.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.126,NA,NA
"Netherlands",1819,NA,454.612,NA,389.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.745,NA,NA
"Netherlands",1820,NA,445.706,NA,421.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.629,NA,NA
"Netherlands",1821,NA,410.098,NA,419.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.643,NA,NA
"Netherlands",1822,NA,405.944,NA,429.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.438,NA,NA
"Netherlands",1823,NA,444.545,NA,457.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.126,NA,NA
"Netherlands",1824,NA,412.639,NA,462.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.225,NA,NA
"Netherlands",1825,NA,441.635,NA,457.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.503,NA,NA
"Netherlands",1826,NA,436.13,NA,468.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.102,NA,NA
"Netherlands",1827,NA,475.326,NA,499.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.202,NA,NA
"Netherlands",1828,NA,467.649,NA,516.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.629,NA,NA
"Netherlands",1829,NA,479.097,NA,521.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.942,NA,NA
"Netherlands",1830,NA,458.846,NA,480.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.464,NA,NA
"Netherlands",1831,NA,514.153,NA,519.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.028,NA,NA
"Netherlands",1832,NA,535.325,NA,545.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.11,NA,NA
"Netherlands",1833,NA,470.724,NA,538.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.447,NA,NA
"Netherlands",1834,NA,470.459,NA,547.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.875,NA,NA
"Netherlands",1835,NA,485.197,NA,551.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.917,NA,NA
"Netherlands",1836,NA,545.589,NA,576.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.61,NA,NA
"Netherlands",1837,NA,529.254,NA,595.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.826,NA,NA
"Netherlands",1838,NA,568.607,NA,608.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.379,NA,NA
"Netherlands",1839,NA,609.958,NA,615.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.087,NA,NA
"Netherlands",1840,NA,601.084,NA,628.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.587,NA,NA
"Netherlands",1841,NA,602.875,NA,643.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.757,NA,NA
"Netherlands",1842,NA,582.984,NA,632.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.124,NA,NA
"Netherlands",1843,NA,550.987,NA,628.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.638,NA,NA
"Netherlands",1844,NA,529.818,NA,641.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.606,NA,NA
"Netherlands",1845,NA,574.419,NA,644.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.192,NA,NA
"Netherlands",1846,NA,615.1,NA,647.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.045,NA,NA
"Netherlands",1847,NA,680.251,NA,650.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.64,NA,NA
"Netherlands",1848,NA,561.857,NA,661.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.925,NA,NA
"Netherlands",1849,NA,558.576,NA,683.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.731,NA,NA
"Netherlands",1850,NA,561.003,NA,704.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.682,NA,NA
"Netherlands",1851,NA,575.025,NA,722.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.623,NA,NA
"Netherlands",1852,NA,605.872,NA,721.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.004,NA,NA
"Netherlands",1853,NA,617.182,NA,710.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.901,NA,NA
"Netherlands",1854,NA,706.913,NA,759.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.105,NA,NA
"Netherlands",1855,NA,702.095,NA,740.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.799,NA,NA
"Netherlands",1856,NA,764.377,NA,776.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.435,NA,NA
"Netherlands",1857,NA,754.562,NA,768.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.223,NA,NA
"Netherlands",1858,NA,700.187,NA,749.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.388,NA,NA
"Netherlands",1859,NA,660.394,NA,724.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.09,NA,NA
"Netherlands",1860,NA,730.24,NA,763.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.628,NA,NA
"Netherlands",1861,NA,739.823,NA,748.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.796,NA,NA
"Netherlands",1862,NA,823.471,NA,784.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.99,NA,NA
"Netherlands",1863,NA,830.939,NA,807.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.895,NA,NA
"Netherlands",1864,NA,872.259,NA,846.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.998,NA,NA
"Netherlands",1865,NA,866.453,NA,855.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.256,NA,NA
"Netherlands",1866,NA,911.681,NA,892.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.187,NA,NA
"Netherlands",1867,NA,877.378,NA,870.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.78,NA,NA
"Netherlands",1868,NA,879.543,NA,883.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.567,NA,NA
"Netherlands",1869,NA,915.954,NA,920.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.458,NA,NA
"Netherlands",1870,NA,931.408,NA,959.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.119,NA,NA
"Netherlands",1871,NA,972.092,NA,957.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.473,NA,NA
"Netherlands",1872,NA,1093.801,NA,977.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.888,NA,NA
"Netherlands",1873,NA,1181.001,NA,1008.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.061,NA,NA
"Netherlands",1874,NA,1148.704,NA,984.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.721,NA,NA
"Netherlands",1875,NA,1115.882,NA,1051.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.17,NA,NA
"Netherlands",1876,NA,1118.857,NA,1067.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.841,NA,NA
"Netherlands",1877,NA,1152.14,NA,1094.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.238,NA,NA
"Netherlands",1878,NA,1094.97,NA,1105.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.057,NA,NA
"Netherlands",1879,NA,1037.509,NA,1066.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.292,NA,NA
"Netherlands",1880,942,1120.465,NA,1139.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.359,NA,NA
"Netherlands",1881,941,1134.166,NA,1159.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.804,NA,NA
"Netherlands",1882,999,1190.92,NA,1190.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.995,NA,NA
"Netherlands",1883,1004,1170.3,NA,1278.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.526,NA,NA
"Netherlands",1884,1018.993,1158.227,NA,1301.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.998,NA,NA
"Netherlands",1885,1080.708,1109.826,NA,1330.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.419,NA,NA
"Netherlands",1886,1079.319,1094.351,NA,1350.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.036,NA,NA
"Netherlands",1887,1097.564,1141.027,NA,1385.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.352,NA,NA
"Netherlands",1888,1095.153,1178.358,NA,1404.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.906,NA,NA
"Netherlands",1889,1093.199,1237.21,NA,1453.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.133,NA,NA
"Netherlands",1890,1088.51,1240.943,NA,1394.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.008,NA,NA
"Netherlands",1891,1111.517,1259.545,NA,1397.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.115,NA,NA
"Netherlands",1892,1106.447,1209.135,NA,1437.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.107,NA,NA
"Netherlands",1893,1122.2,1186.07,NA,1424.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.241,NA,NA
"Netherlands",1894,1116.12,1229.471,NA,1508.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.529,NA,NA
"Netherlands",1895,1104.352,1209.422,NA,1516.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.738,NA,NA
"Netherlands",1896,1110.748,1279.575,NA,1581.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.923,NA,NA
"Netherlands",1897,1094.616,1288.172,NA,1621.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.423,NA,NA
"Netherlands",1898,1106.542,1361.652,NA,1646.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.685,NA,NA
"Netherlands",1899,1148.561,1393.824,NA,1670.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.432,NA,NA
"Netherlands",1900,1145.247,1466.616,NA,1654.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.631,NA,NA
"Netherlands",1901,1158.735,1500.792,NA,1737.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.357,NA,NA
"Netherlands",1902,1140.39,1532.595,NA,1812.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.546,NA,NA
"Netherlands",1903,1151.873,1561.76,NA,1812.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.15,NA,NA
"Netherlands",1904,1133.416,1642.154,NA,1838.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.342,NA,NA
"Netherlands",1905,1106.268,1710.969,NA,1930.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.621,NA,NA
"Netherlands",1906,1144.757,1822.927,NA,1970.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5,NA,NA
"Netherlands",1907,1139.68,1811.606,NA,1935.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.615,NA,NA
"Netherlands",1908,1133.848,1778.169,NA,1973.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.081,NA,NA
"Netherlands",1909,1128.179,1880.328,NA,2078.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.475,NA,NA
"Netherlands",1910,1122.434,2000.491,NA,2158.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.675,NA,NA
"Netherlands",1911,1116.652,2201.943,NA,2232.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.624,NA,NA
"Netherlands",1912,1163.238,2309.966,NA,2299.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.469,NA,NA
"Netherlands",1913,1156.258,2414.39,NA,2414.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA
"Netherlands",1914,1317.3,NA,NA,2349.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands",1915,1574.3,NA,NA,2428.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands",1916,1759.4,NA,NA,2494.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands",1917,1944.2,NA,NA,2334.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands",1918,2464.6,NA,NA,2189.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands",1919,2826.1,NA,NA,2713.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands",1920,3071.2,NA,NA,2795.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands",1921,3348.9,5792,NA,2967.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.196,NA,NA
"Netherlands",1922,3556.1,5523,NA,3129.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.508,NA,NA
"Netherlands",1923,3445.9,5323,NA,3206.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.017,NA,NA
"Netherlands",1924,3276,5598,NA,3440.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.709,NA,NA
"Netherlands",1925,3182.8,5733,NA,3585.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.9,NA,NA
"Netherlands",1926,3028.7,5849,NA,3872.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.033,NA,NA
"Netherlands",1927,2956.6,6032,NA,4034.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.513,NA,NA
"Netherlands",1928,2837.6,6308,NA,4249.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.448,NA,NA
